taxpayer_pin,taxpayer_name,department,division,station_name,obligation_name,year,total_advance_tax_paid,total_turnover,is_nil_return,variance,estimate
P051351645T,Red Rhino Orphanage Project,MST,Compliance,Machakos,Income Tax - Company,2016,12480,2,N,12478,1123.02
P051406108V,NEW STEEL ENTERPRISES LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2022,8100,0,N,8100,729
P051373503R,PARKSIDE SECURITY SOLUTIONS LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2021,15000,1,N,14999,1349.91
P051772138G,Voice Of Kings Church,MST,Compliance,VOI,Income Tax - Company,2021,5250,1,N,5249,472.41
P000631835M,LESIO LIMITED,MST,Compliance,NAKURU,Income Tax - Company,2016,7043,0,N,7043,633.87
P051464295N,CEPHAS VENTURES ENTERPRISES LIMITED,MST,Compliance,NAKURU,Income Tax - Company,2023,7500,0,N,7500,675
P051233395F,GOOD HOPE BUSINESS LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2016,20880,1,N,20879,1879.11
P051233248V,Sanako Company Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2017,8520,0,N,8520,766.8
P051512682H,Ewangan Sinyati Welfare Society,MST,Compliance,NAIVASHA,Income Tax - Company,2019,44640,0,N,44640,4017.6
P000618617W,Samaki Industries (kenya) Limited,MST,Compliance,Mombasa North,Income Tax - Company,2019,3000,1,N,2999,269.91
P051173344R,Orient Benko Freighters Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2018,22500,1,N,22499,2024.91
P051806283T,Biketi Triangle Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2019,9900,0,N,9900,891
P051356592Q,CARGO QUEST INTERNATIONAL LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2017,2400,1,N,2399,215.91
P051519250L,MOHINDER SINGH MOHAN SINGH KENYA LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2019,13950,1,N,13949,1255.41
P051561255A,ELIMA ZEE ENTERPRISES,MST,Compliance,Mombasa North,Income Tax - Partnership,2017,2400,1,N,2399,215.91
P052022852T,Rbqm Migada Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2023,19200,0,N,19200,1728
P051094283E,Africa Inland Mission International Trustees Registered,MST,Compliance,South of Nairobi,Income Tax - Company,2020,136950,1,N,136949,10271.175
P051560273D,Cekacha Self Help Group,MST,Compliance,Mombasa South,Income Tax - Company,2017,2400,0,N,2400,216
P051242188D,VISUZA COMMUNICATIONS LIMITED,MST,Compliance,Mombasa North,Income Tax - Company,2021,3600,1,N,3599,323.91
P051535181L,Ack Thika Memorial Church School,MST,Compliance,Thika,Income Tax - Company,2017,73440,2,N,73438,6609.42
P051868891J,Ariel Junior Academy,MST,Compliance,Thika,Income Tax - Company,2023,20160,0,N,20160,1814.4
P051923595W,SAWA SAWA SUPPLIERS LIMITED,MST,Compliance,NAKURU,Income Tax - Company,2024,5000,1,N,4999,449.91
P051176354D,ELEX PRODUCTS LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2019,4650,0,N,4650,418.5
P051665010V,Kibwezi Sustainable Farm Limited,MST,Compliance,Machakos,Income Tax - Company,2018,12000,0,N,12000,1080
P000601228E,ARCADE SECURITY SERVICES LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2017,2400,0,N,2400,216
P051158765M,Laskys Limited,MST,Compliance,Mombasa North,Income Tax - Company,2022,7905,0,N,7905,711.45
P051700236U,TROPICAL MAC EPZ LIMITED,LMT,Compliance,MTO,Income Tax - Company,2019,4500,1,N,4499,404.91
P000615288G,KENVERSITY CO-OP.SOC.LTD.,MST,Compliance,North of Nairobi,Income Tax - Company,2020,10080,0,N,10080,756
P051471490C,Tastic Supplies Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2016,26400,14234,N,12166,1094.94
P051094403Z,MASENO SOUTH A C K,MST,Compliance,Kisumu,Income Tax - Company,2020,46800,1,N,46799,3509.925
P051641245W,Donholm Heights K Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2022,7845,0,N,7845,706.05
P051159466M,SURAJPUR CONSTRUCTION COMPANY LIMITED,MST,Compliance,Mombasa North,Income Tax - Company,2019,12075,1,N,12074,1086.66
P051234832V,IMPREZA LIMITED,MST,Compliance,Meru,Income Tax - Company,2017,10860,0,N,10860,977.4
P051105769F,St. Thomas Catholic Academy,MST,Compliance,Nyeri,Income Tax - Company,2018,10080,1,N,10079,907.11
P051314422P,Pakjel Construction (k) Limited,MST,Compliance,Thika,Income Tax - Company,2019,18750,1,N,18749,1687.41
P051159897X,CENTURY FEEDS LIMITED,MST,Compliance,NAKURU,Income Tax - Company,2016,18600,1,N,18599,1673.91
P051346016T,Transline Classic Limited,MST,Compliance,Kisii,Income Tax - Company,2021,67680,0,N,67680,6091.2
P051543754J,PAURA ENTERPRISES LIMITED,MST,Compliance,Mombasa North,Income Tax - Company,2016,2400,1,N,2399,215.91
P051723248G,GI PHOTO SAFARIS LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2018,11520,0,N,11520,1036.8
P051148892P,Geosurvey Engineering & Environmental Services Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2016,2400,0,N,2400,216
P051185111K,Ole Laibon Holdings Limited,MST,Compliance,South of Nairobi,Income Tax - Company,2018,2400,1,N,2399,215.91
P051615972S,Nels Company Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2016,3600,0.01,N,3599.99,323.9991
P051234689M,Jamii Properties Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2016,11400,0,N,11400,1026
P051179341C,Sas Developers,MST,Compliance,North of Nairobi,Income Tax - Partnership,2018,2400,1,N,2399,215.91
P051164301H,Help Mission Development Services,MST,Compliance,NAKURU,Income Tax - Company,2017,29520,1,N,29519,2656.71
P051305068E,Ansy Enterprises Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2019,2400,1,N,2399,215.91
P051531103I,Kenya Autumnr Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2017,6300,1,N,6299,566.91
P051562356H,Mckinnon Machines And Coffee Supplies,MST,Compliance,South of Nairobi,Income Tax - Partnership,2018,7650,4,N,7646,688.14
P052049311S,GRAND TENACITY HOTEL LIMITED,MST,Compliance,KITALE,Income Tax - Company,2024,5000,0,N,5000,450
P000634917R,YETU SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,LMT,Compliance,MTO,Income Tax - Company,2022,10080,0,N,10080,907.2
P051234473C,Jaujo Customs Agencies,MST,Compliance,West of Nairobi,Income Tax - Partnership,2016,7200,1000,N,6200,558
P051772213V,Dieu Merci Energy Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2020,199200,1,N,199199,14939.925
P051241285W,TROPICAL BUILDERS (EA) LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2019,2400,2000,N,400,36
P051618745R,JUS MIR ENTERPRISE LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2022,84960,0,N,84960,7646.4
P000620505D,Kizingo Distributors (1984) Limited,MST,Compliance,Mombasa North,Income Tax - Company,2018,24390,2,N,24388,2194.92
P051342773E,Amani Kibera Community Based Organization,MST,Compliance,West of Nairobi,Income Tax - Company,2019,7200,3686.67,N,3513.33,316.1997
P051508471P,LAND LAYBY KENYA LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2018,5760,1,N,5759,518.31
P051344014L,CHEMILUX COATINGS LIMITED,MST,Compliance,South of Nairobi,Income Tax - Company,2018,4800,0,N,4800,432
P051337219Z,Mifereji Holdings Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2022,3750,0,N,3750,337.5
P051124353R,RAHIL CONSTRUCTION LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2017,3945,0,N,3945,355.05
P051590270D,Lionking Holidays Limited,MST,Compliance,NAKURU,Income Tax - Company,2020,2400,0,N,2400,180
P051230841Z,Glee Cleaning Services Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2024,9150,0,N,9150,823.5
P000627382G,Nyando Coop Sav & Cred Soc Ltd,MST,Compliance,Kisumu,Income Tax - Company,2020,23760,1,N,23759,1781.925
P051619521J,Tuk-tuk Self Help Group,MST,Compliance,Malindi,Income Tax - Company,2020,2400,622,N,1778,133.35
P051355622Z,GREENTECH SOLUTIONS LIMITED,MST,Compliance,Mombasa South,Income Tax - Company,2017,4800,1,N,4799,431.91
P051094283E,Africa Inland Mission International Trustees Registered,MST,Compliance,South of Nairobi,Income Tax - Company,2019,159270,1,N,159269,14334.21
P051180294X,Meru Greens Horticulture Limited,MST,Compliance,Meru,Income Tax - Company,2022,2400,3,N,2397,215.73
P051312548W,QUANTUM TRAILERS,MST,Compliance,KAJIADO,Income Tax - Partnership,2020,80700,0,N,80700,6052.5
P051151757T,RESPIRATORY SOCIETY OF KENYA,MST,Compliance,East of Nairobi,Income Tax - Company,2017,10080,2,N,10078,907.02
P051522402Z,DIVERSITY AFRICA LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2018,8130,7000,N,1130,101.7
P051222892E,PRIORITY DEVELOPMENT COMPANY LIMITED,MST,Compliance,South of Nairobi,Income Tax - Company,2015,4950,0,N,4950,445.5
P051212149R,SUNFIRE  AND  SAFETY  SUPPLIES  LIMITED,MST,Compliance,Mombasa South,Income Tax - Company,2021,7845,1,N,7844,705.96
P051565389Y,Burundi Revenue Authority - Kenya Customs Office,MST,Compliance,Mombasa North,Income Tax - Company,2015,10080,1,N,10079,907.11
P051612397N,GLEAN & CLEAN LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2016,4800,1,N,4799,431.91
P051307630Y,JOJO TANKS LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2018,4215,0,N,4215,379.35
P051563631B,NYUMBA YA THIONGO INVESTMENT COMPANY LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2024,39600,1,N,39599,3563.91
P051706437L,Borderless Energy Solutions Ltd,MST,Compliance,Kisumu,Income Tax - Company,2021,17850,0,N,17850,1606.5
P051105769F,St. Thomas Catholic Academy,MST,Compliance,Nyeri,Income Tax - Company,2016,12480,1,N,12479,1123.11
P051640519V,MOMAC TRANSPORT COMPANY LIMITED,MST,Compliance,Mombasa North,Income Tax - Company,2019,2400,3,N,2397,215.73
P051605536H,7m Universal Tradind Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2017,5040,1,N,5039,453.51
P051523288M,Tephraco Company Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2019,2400,0,N,2400,216
P051186975P,Franciscan Sisters Of Saint Anna,MST,Compliance,Kisumu,Income Tax - Company,2018,19200,1,N,19199,1727.91
P051431321I,Gurumesa Construction Co. Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2016,32228,0,N,32228,2900.52
P051442436W,MUCASWA LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2015,33120,26716,N,6404,576.36
P051512780G,PAVAN ALUMINIUM WORK LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2017,2400,1,N,2399,215.91
P051697587H,BISHARALI HARDWARE LIMITED,MST,Compliance,Malindi,Income Tax - Company,2024,4950,0,N,4950,445.5
P051191659Y,WATOTO WENYE NGUVU INTERNATIONAL ORPHAN,MST,Compliance,Thika,Income Tax - Company,2017,4800,0.1,N,4799.9,431.991
P051212775B,Caroline Wambui Mungai Foundation,MST,Compliance,Thika,Income Tax - Company,2019,23760,1,N,23759,2138.31
P051111865Q,Abdulrehyman Naji And Brothers,MST,Compliance,Mombasa North,Income Tax - Partnership,2020,2400,100,N,2300,172.5
P051406193K,PAEM COMPANY LIMITED,LMT,Compliance,MTO,Income Tax - Company,2016,4800,1,N,4799,431.91
P051434480F,Krista Ventures Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2019,2400,1,N,2399,215.91
P051554770M,CHUMA INVESTMENT LIMITED,MST,Compliance,VOI,Income Tax - Company,2018,3000,1,N,2999,269.91
P051572721Z,Gem Gen Power Company Limited,MST,Compliance,SIAYA,Income Tax - Company,2017,11250,1,N,11249,1012.41
P051635216A,MURANG'A SPORTS EXCELLENCE ACADEMY LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2017,23760,1,N,23759,2138.31
P000615799O,BHANDERI FARMER PRODUCER,MST,Compliance,West of Nairobi,Income Tax - Partnership,2017,19710,0,N,19710,1773.9
P051119306T,Bartegan Enterprises,MST,Compliance,KERICHO,Income Tax - Company,2024,4500,1,N,4499,404.91
P051163386C,Njoki Properties Limited,MST,Compliance,South of Nairobi,Income Tax - Company,2015,2400,0,N,2400,216
P051543119V,Urban Breeze Investments Limited,MST,Compliance,KIAMBU,Income Tax - Company,2020,10080,1,N,10079,755.925
P000635062W,Ruiru Secondary School,MST,Compliance,Thika,Income Tax - Company,2018,36720,1,N,36719,3304.71
P051463874M,Busara Centre For Behavioral Economics Inc,LMT,Compliance,MTO,Income Tax - Company,2018,10080,0.1,N,10079.9,907.191
P051105568C,Little Sisters Of Francis Of Assisi,MST,Compliance,North of Nairobi,Income Tax - Company,2017,20880,10000,N,10880,979.2
P051222921Z,Research & Sponsored Projects Office,LMT,Compliance,LTO,Income Tax - Company,2017,28995,1,N,28994,2609.46
P000630470O,GENERAL EQUIPMENT CORPORATION LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2021,2400,1,N,2399,215.91
P051504854I,Cartpiv Company Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2017,7860,0,N,7860,707.4
P051436486R,MBEE EMPORIUM LIMITED,MST,Compliance,Machakos,Income Tax - Company,2017,2400,0,N,2400,216
P051206544Z,Philis Memorial Academy,MST,Compliance,NAKURU,Income Tax - Partnership,2018,18720,2,N,18718,1684.62
P051555123B,Modern Mail Limited,MST,Compliance,Mombasa North,Income Tax - Company,2015,22500,1,N,22499,2024.91
P051145490D,TEALAND ENGINEERING (2001) LIMITED,MST,Compliance,KERICHO,Income Tax - Company,2018,2400,0,N,2400,216
P051150472Q,Planfirst Investments Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2022,2400,1,N,2399,215.91
P051407887V,Ibom Church Planting Ministry Of Kenya,MST,Compliance,BUNGOMA,Income Tax - Company,2024,21600,0,N,21600,1944
P051319453K,JOVENTURE GUEST HOUSE  COMPANY,MST,Compliance,Kisumu,Income Tax - Partnership,2018,5040,1,N,5039,453.51
P051699375F,RUN BEYOND LIMITED,MST,Compliance,South of Nairobi,Income Tax - Company,2018,2400,0,N,2400,216
P000594488K,Bateleur Safaris Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2022,5760,0,N,5760,518.4
P051149185L,M C K St Paul's Church Meru,MST,Compliance,Meru,Income Tax - Company,2016,94320,1,N,94319,8488.71
P051630016M,META LINK LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2020,2400,0,N,2400,180
P051131849Q,Samaki (two Thousand) Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2016,3000,0,N,3000,270
P051373371D,North Park Trading Company Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2018,2400,0,N,2400,216
P000634917R,YETU SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,LMT,Compliance,MTO,Income Tax - Company,2024,16800,0,N,16800,1512
P051360410F,Anson Construction Materials Co. Limited,MST,Compliance,Thika,Income Tax - Company,2017,2400,1,N,2399,215.91
P051126617R,AL-HEELAM TOURS AND TRAVEL LIMITED,MST,Compliance,NAKURU,Income Tax - Company,2019,2400,0,N,2400,216
P051402342P,UNISTAR TRANSPORTERS LIMITED,MST,Compliance,Kisii,Income Tax - Company,2017,47400,0.1,N,47399.9,4265.991
P051545192P,EXCELLENT HAULIERS LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2016,97200,100,N,97100,8739
P051467214Z,EDENVALE DEVELOPMENTS LLP,MST,Compliance,West of Nairobi,Income Tax - Partnership,2017,71280,1,N,71279,6415.11
P051161050G,Bravada Estates Limited,MST,Compliance,South of Nairobi,Income Tax - Company,2018,15000,1,N,14999,1349.91
P051745042G,FADHILI STAR ACADEMY,MST,Compliance,Kakamega,Income Tax - Company,2020,10080,1,N,10079,755.925
P051205434U,CAMEL  LOGISTICS  LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2024,5000,1,N,4999,449.91
P051114884C,Crisis Pregnancy Self Help Group,MST,Compliance,West of Nairobi,Income Tax - Company,2019,31680,0,N,31680,2851.2
P051389728R,RECYCLE & REUSE ENTERPRISES LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2019,6150,6000,N,150,13.5
P051386036E,SUCCEED ENTERPRISE (K) LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2018,3750,1,N,3749,337.41
P051557107F,Flebena Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2017,3600,1,N,3599,323.91
P051153078Y,Abi Elmi Transporter Limited,MST,Compliance,Mombasa South,Income Tax - Company,2023,2400,1,N,2399,215.91
P051639830P,MHARDWARE LIMITED,MST,Compliance,KAJIADO,Income Tax - Company,2017,7500,0,N,7500,675
P051577110Z,Driver's Universe Motor Company Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2017,3600,0,N,3600,324
P051428134D,ABBA FREIGHTERS LIMITED,MST,Compliance,Mombasa North,Income Tax - Company,2017,7680,1,N,7679,691.11
P051501869G,Buscar Ea Limited,MST,Compliance,Malindi,Income Tax - Company,2017,69120,1,N,69119,6220.71
P051394670J,Hebo Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2017,12960,1,N,12959,1166.31
P051207707Y,Kisumu Muslim Association,MST,Compliance,Kisumu,Income Tax - Company,2018,2400,1,N,2399,215.91
P051522051V,Bethel Junior Academy Day&boarding,MST,Compliance,Eldoret,Income Tax - Company,2015,23760,22407.83,N,1352.17,121.6953
P051436724E,STONE CENTER LIMITED,MST,Compliance,Nyeri,Income Tax - Company,2023,6600,2,N,6598,593.82
P051098317A,Benedictine fathers of nairobi Registered Trustees,MST,Compliance,North of Nairobi,Income Tax - Company,2016,80460,0,N,80460,7241.4
P052142957A,ABENTEUER KENYA SAFARIS & TOURS LIMITED,MST,Compliance,Mombasa South,Income Tax - Company,2024,8400,1,N,8399,755.91
P051667891D,Nacolo (k) Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2021,22500,0,N,22500,2025
P051103005A,Manoj Service Store,MST,Compliance,Eldoret,Income Tax - Partnership,2023,2400,2,N,2398,215.82
P051354568K,Gitech Investments Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2021,2400,0,N,2400,216
P051429180N,UNIVERSAL FOUNDATIONS & BUILDING CONTRACTORS LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2017,2400,0,N,2400,216
P051521510H,Hallik Kobane Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2023,11100,2,N,11098,998.82
P051168525B,Simon Secerities Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2022,2400,1,N,2399,215.91
P051727539S,TIME TALENT TREASURE LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2019,24900,1,N,24899,2240.91
P051092568E,The Estate Of The Late Jan Ernst Kruger,MST,Compliance,Eldoret,Income Tax - Company,2018,4800,0.01,N,4799.99,431.9991
P051429859X,PREMIER CAPITAL LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2016,7200,0,N,7200,648
P051099768W,SIGALAGALA TECHNICAL TRAINING INSTITUTE,MST,Compliance,Kakamega,Income Tax - Company,2017,18720,1,N,18719,1684.71
P051194091B,Multi Dimensional Engineering Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2018,9390,0,N,9390,845.1
P051515238F,GOPAL DISTRIBUTORS LIMITED,MST,Compliance,BUNGOMA,Income Tax - Company,2022,13800,1,N,13799,1241.91
P051378873W,MINETEC LIMITED,MST,Compliance,South of Nairobi,Income Tax - Company,2017,4350,1,N,4349,391.41
P051168670J,AFRICAN OASIS SAFARIS LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2016,6480,0,N,6480,583.2
P051176654G,Gokhale Investment Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2018,4155,1,N,4154,373.86
P051658840R,Matunda Fifty Investments Company Limited,MST,Compliance,Eldoret,Income Tax - Company,2023,10080,1000,N,9080,817.2
P052009869Q,Jesmik Emporium Limited,MST,Compliance,Kisumu,Income Tax - Company,2024,11400,0,N,11400,1026
P051165449C,Coromandele Resort Limited,MST,Compliance,DIANI,Income Tax - Company,2020,5040,1,N,5039,377.925
P051421879G,TULIVU JUNIOR ACADEMY LIMITED,MST,Compliance,Thika,Income Tax - Company,2021,16800,1,N,16799,1511.91
P051307574L,Wt & Safaris Limited,MST,Compliance,DIANI,Income Tax - Company,2021,12240,10000,N,2240,201.6
P051566416F,GREENBLADE GROWERS LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2017,66720,0.1,N,66719.9,6004.791
P051604028Y,Verovian Academy,MST,Compliance,NAKURU,Income Tax - Company,2017,55440,1,N,55439,4989.51
P051323234Q,Cheriez Properties Limited,LMT,Compliance,MTO,Income Tax - Company,2015,4800,0,N,4800,432
P051536435I,Heltis Investments Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2021,2400,0,N,2400,216
P051233698L,Blue Ocean Investments Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2019,3600,0,N,3600,324
P051107830T,Kendag Limited,MST,Compliance,Kisumu,Income Tax - Company,2018,16140,0,N,16140,1452.6
P051438900C,Sunreal Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2016,10080,0,N,10080,907.2
P051871425B,Nyangena Eden View Academy,MST,Compliance,Kisii,Income Tax - Company,2022,18000,0.01,N,17999.99,1619.9991
P051105086Z,NORTHLINE LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2021,294000,0,N,294000,26460
P051852000R,CAT DISCOVERIES SAFARIS LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2020,11520,100,N,11420,856.5
P051397050H,God's House Of Marvels,MST,Compliance,North of Nairobi,Income Tax - Company,2019,3200,1,N,3199,287.91
P051785616L,KOSIMO VENTURES LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2023,17280,0,N,17280,1555.2
P051687179C,Precious Hill School Kakamega,MST,Compliance,Kakamega,Income Tax - Company,2020,18000,0,N,18000,1350
P051361369B,NABONGO TEACHERS TRAINING COLLEGE,MST,Compliance,BUNGOMA,Income Tax - Partnership,2016,130320,5,N,130315,11728.35
P051161904H,Pastenet Agencies,MST,Compliance,West of Nairobi,Income Tax - Partnership,2019,2400,0,N,2400,216
P051132313B,PANS AFRICA SAFARIS LIMITED,MST,Compliance,South of Nairobi,Income Tax - Company,2023,103680,1,N,103679,9331.11
P051153677D,GULF CONNECTIONS LIMITED,MST,Compliance,Mombasa South,Income Tax - Company,2021,15120,0,N,15120,1360.8
P051184541T,QUEENS CARGO INTERNATIONAL LIMITED,MST,Compliance,South of Nairobi,Income Tax - Company,2023,2400,1,N,2399,215.91
P051723218X,WATANIYA GROUP LTD,MST,Compliance,North of Nairobi,Income Tax - Company,2020,5850,0,N,5850,438.75
P051321511C,NGURUMAH CONSULT LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2019,23760,1,N,23759,2138.31
P051199504B,The River Garden Center And Cafe Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2020,2400,1,N,2399,179.925
P051766351Q,OLOOSEKIN HILLS LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2024,17500,1,N,17499,1574.91
P051600268C,NKUBU WINNERS ACADEMY,MST,Compliance,Meru,Income Tax - Company,2016,36720,1,N,36719,3304.71
P051236614U,HYLIGHT COMMODITIES & SUPPLIES,MST,Compliance,East of Nairobi,Income Tax - Partnership,2019,4500,0,N,4500,405
P051175229X,Christo Joaquim Securities Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2019,2400,0,N,2400,216
P051193205L,Boleyn International (k) Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2017,107580,0.1,N,107579.9,9682.191
P051364591K,World Harvest Christian Church,MST,Compliance,Meru,Income Tax - Partnership,2016,36720,1,N,36719,3304.71
P051706437L,Borderless Energy Solutions Ltd,MST,Compliance,Kisumu,Income Tax - Company,2020,17850,0,N,17850,1338.75
P051095784Z,GARDEN GOURMET LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2016,2460,0,N,2460,221.4
P051177661H,MUCHORO CONSTRUCTION COMPANY LIMITED,MST,Compliance,Nyeri,Income Tax - Company,2021,34050,1,N,34049,3064.41
P000632128L,Hotel Water Buck Limited,MST,Compliance,NAKURU,Income Tax - Company,2016,24960,1,N,24959,2246.31
P051659475C,ALPHA TECH INDUSTRIAL LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2019,10800,2,N,10798,971.82
P051460366B,Simba Construction & Supplies Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2016,21000,0.01,N,20999.99,1889.9991
P000633794F,The Khoja Shia Ithna Asheri Jamat Trust,MST,Compliance,Mombasa South,Income Tax - Company,2022,47520,0,N,47520,4276.8
P051448760P,Auto Top Kenya Limited,MST,Compliance,Mombasa North,Income Tax - Company,2015,21600,0,N,21600,1944
P051091752T,REFORMED CHURCH OF EAST AFRICA,MST,Compliance,Eldoret,Income Tax - Company,2017,10410,1,N,10409,936.81
P051589518Q,Jiangxi Youse Construction Group Company Limited,LMT,Compliance,LTO,Income Tax - Company,2018,2400,1,N,2399,215.91
P051544701W,Nebra Engineering Company Limited,MST,Compliance,Eldoret,Income Tax - Company,2016,4500,0,N,4500,405
P000606767H,RHINO ARK KENYA CHARITABLE TRUST,MST,Compliance,Nyeri,Income Tax - Company,2022,15600,1,N,15599,1403.91
P000608120O,THE CORNER SHOP LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2019,25000,1,N,24999,2249.91
P051151757T,RESPIRATORY SOCIETY OF KENYA,MST,Compliance,East of Nairobi,Income Tax - Company,2018,10080,2,N,10078,907.02
P051364602S,CHIJUCO INTERNATIONAL,MST,Compliance,BUNGOMA,Income Tax - Partnership,2016,30000,50,N,29950,2695.5
P051134708P,Gemini Stores Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2016,2400,133,N,2267,204.03
P051223625R,Suzie General Agencies Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2017,8100,1,N,8099,728.91
P051394317W,Alabaster Solutions Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2017,4800,1,N,4799,431.91
P051329869X,MUTILASI LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2017,47400,0,N,47400,4266
P051365725E,SUNTON LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2021,3600,0,N,3600,324
P951330580F,Good Shepherd Academy,MST,Compliance,KITUI,Income Tax - Company,2017,44640,1,N,44639,4017.51
P052060902I,Plaistrow Holdings Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2023,190080,1,N,190079,17107.11
P051675409K,Jansec Supplies Limited,MST,Compliance,Kisumu,Income Tax - Company,2019,2880,10,N,2870,258.3
P051563002Q,Modern Premium Matatu Savings And Credits Co-operative Society Limited,MST,Compliance,Kisii,Income Tax - Company,2017,57091,1,N,57090,5138.1
P051794396A,Vitalis Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2024,210000,1,N,209999,18899.91
P051620014J,Mwamba Real Limited,MST,Compliance,Kisii,Income Tax - Company,2021,10500,0,N,10500,945
P051455597V,Aki Motors Limited,MST,Compliance,Mombasa North,Income Tax - Company,2019,35040,1,N,35039,3153.51
P000627822X,TUNNEL TECHNOLOGY LIMITED,MST,Compliance,NAKURU,Income Tax - Company,2016,2400,0,N,2400,216
P051453600P,Jajedo Limited,MST,Compliance,South of Nairobi,Income Tax - Company,2019,20160,1,N,20159,1814.31
