taxpayer_pin,taxpayer_name,department,division,station_name,obligation_name,year,total_advance_tax_paid,total_turnover,is_nil_return,variance,estimate
P051140572Q,PALEAH STORES LIMITED,LMT,Compliance,LTO,Income Tax - Company,2023,2351400,1,N,2351399,211625.91
P051433326U,Moonlight Coach Co. Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2015,131040,100,N,130940,11784.6
P051422038S,MANYANI HOLDINGS LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2015,31680,5000,N,26680,2401.2
P051713225Y, BERKIMOO ENTERPRISES LTD ,MST,Compliance,NAROK,Income Tax - Company,2022,22500,1,N,22499,2024.91
P051537438N,TITANIA INVESTMENTS LIMITED ,MST,Compliance,North of Nairobi,Income Tax - Company,2020,47400,2,N,47398,3554.85
P051552144Y,CENTAMILY ENTERPRISES LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2024,5000,1,N,4999,449.91
P052270217K,ESNJU ENTERPRISES LIMITED,MST,TBE,NYAHURURU,Income Tax - Company,2024,5000,1,N,4999,449.91
P051091752T,REFORMED CHURCH OF EAST AFRICA,MST,Compliance,Eldoret,Income Tax - Company,2016,7920,2,N,7918,712.62
P051350777F,Citifair Company Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2020,30240,1,N,30239,2267.925
P000623843S,Wamunyu Farmers Co-operative Society Limited,MST,Compliance,Machakos,Income Tax - Company,2017,2400,1,N,2399,215.91
P051382291F,OBISA LIMITED,MST,Compliance,Mombasa North,Income Tax - Company,2019,21000,1400,N,19600,1764
P051356767R,Moc Bishop Mulea Academy,MST,Compliance,KITUI,Income Tax - Company,2018,33840,1,N,33839,3045.51
P051334657G,Jacknet Communications Limited,MST,Compliance,South of Nairobi,Income Tax - Company,2018,6150,1,N,6149,553.41
P051663199U,Kiddy Kool Ltd,MST,Compliance,West of Nairobi,Income Tax - Company,2019,2400,1,N,2399,215.91
P051414637A,MOMA ELECTRICAL COMPANY SERVICES LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2017,2400,0.75,N,2399.25,215.9325
P051553255G,TEMBO VOYAGES LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2019,5040,0,N,5040,453.6
P051241501D,CAPSTONE FAITH MINISTRY,MST,Compliance,North of Nairobi,Income Tax - Company,2019,7200,0,N,7200,648
P051127096H,Machakos Acadeny And Commerical Collge Limited,MST,Compliance,Machakos,Income Tax - Company,2016,70560,2,N,70558,6350.22
P051302810H,Bellway Enterprises Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2021,2400,0.5,N,2399.5,215.955
P051605018X,Fennec Enterprises Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2019,6450,1,N,6449,580.41
P051852560K,Royal Rift Shuttle Services Limited,MST,Compliance,Eldoret,Income Tax - Company,2023,118800,1,N,118799,10691.91
P051457012U,SAIMO LOGISTICS LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2024,75000,1,N,74999,6749.91
P051731435X,Subtle Movers Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2018,3600,1,N,3599,323.91
P051189120W,ONE TOUCH GEARS LIMITED,MST,Compliance,Mombasa North,Income Tax - Company,2022,2400,3,N,2397,215.73
P051153175W,Embwen Limited,MST,Compliance,NAKURU,Income Tax - Company,2015,8760,0,N,8760,788.4
P051617171N,Zoological Society Of London,MST,Compliance,South of Nairobi,Income Tax - Company,2020,4800,1,N,4799,359.925
P051222409N,KAGAKI SCHOOL,MST,Compliance,NAKURU,Income Tax - Partnership,2019,80640,1000,N,79640,7167.6
P051364421T,GOOD LITERATURE FOR ALL LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2016,2400,0,N,2400,216
P051195605V,Eunikim Junior School,MST,Compliance,North of Nairobi,Income Tax - Company,2019,23760,1,N,23759,2138.31
P051324603P,Asante Sana Children's Home,MST,Compliance,Malindi,Income Tax - Company,2015,10080,0,N,10080,907.2
P051442499N,Aspros Africa Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2020,2400,1,N,2399,179.925
P051413064X,FATHI GENERAL TRADING CO. LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2022,126000,1,N,125999,11339.91
P051644124Z,SHALOM GRACE CHURCH,MST,Compliance,North of Nairobi,Income Tax - Company,2018,7500,0,N,7500,675
P051533840B,Bethsaida Miracle Centre,MST,Compliance,KIAMBU,Income Tax - Company,2020,10080,1,N,10079,755.925
P051186095K,Pecat Investment Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2016,4800,0,N,4800,432
P051151994A,Trade Creations Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2017,2400,0,N,2400,216
P051222042K,Warwambah Traders,MST,Compliance,East of Nairobi,Income Tax - Partnership,2018,2400,0,N,2400,216
P051413802P,Christ Holy Church International,MST,Compliance,West of Nairobi,Income Tax - Company,2023,10080,0,N,10080,907.2
P051233689K,Ganze Estates Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2018,2400,0,N,2400,216
P051230331H,ALIKA CLEANING SYSTEMS LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2018,5850,1,N,5849,526.41
P051637532K,Rexon Supplies Limited,MST,Compliance,Embu,Income Tax - Company,2019,5850,1,N,5849,526.41
P051616862R,VAZOM ENTERPRISES LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2020,3000,0,N,3000,225
P051628983C,AUTOCOM ENGINEERING LIMITED,MST,Compliance,Mombasa North,Income Tax - Company,2018,2400,0,N,2400,216
P051925513F,MOGOON LOGISTICS LIMITED,MST,Compliance,KITALE,Income Tax - Company,2023,15000,0,N,15000,1350
P051213052P,UBUNTU LIFE FOUNDATION,MST,Compliance,NAIVASHA,Income Tax - Company,2015,3600,0,N,3600,324
P051535181L,Ack Thika Memorial Church School,MST,Compliance,Thika,Income Tax - Company,2023,73440,2,N,73438,6609.42
P051596864Z,Companions Of The Little Flowers Sisters,MST,Compliance,Nyeri,Income Tax - Company,2018,36720,120,N,36600,3294
P051206547C,NAWAGI       LIMITED,MST,Compliance,NAKURU,Income Tax - Company,2022,5100,1,N,5099,458.91
P051136057Z,UNIVERSAL CORPORATION LIMITED,LMT,Compliance,LTO,Income Tax - Company,2017,12113,1,N,12112,1090.08
P051580591K,KANSONS EAST AFRICA LTD,MST,Compliance,East of Nairobi,Income Tax - Company,2018,9000,0,N,9000,810
P051554503X,Tabsini Corporation Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2015,4021,1,N,4020,361.8
P051626780T,AQUA PETROLEUM ENTERPRISES,MST,Compliance,Mombasa South,Income Tax - Partnership,2019,8100,1,N,8099,728.91
P051316001M,RIELLO POWER SOLUTIONS LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2022,2400,1,N,2399,215.91
P051336085K,SHANTA GOLD KENYA LIMITED,LMT,Compliance,LTO,Income Tax - Company,2017,7200,0,N,7200,648
P051339432F,Soin Supplies Limited,MST,Compliance,KERICHO,Income Tax - Company,2023,13500,50,N,13450,1210.5
P051549986H,Dasalo Enterprises Limited,MST,Compliance,NAKURU,Income Tax - Company,2017,5985,0,N,5985,538.65
P051554164I,SPACE FOR GIANTS,LMT,Compliance,MTO,Income Tax - Company,2017,2400,0,N,2400,216
P051553085K,Civil Society Urban Development Platform,MST,Compliance,West of Nairobi,Income Tax - Company,2016,4800,0,N,4800,432
P051393810S,Bhuva Transporters Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2017,145815,0.01,N,145814.99,13123.3491
P051226666K,Vicks Contractors And General Transporters Company Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2018,21000,0.1,N,20999.9,1889.991
P051542047Z,STETOB INTERNATIONAL LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2020,2400,1,N,2399,179.925
P051184350U,Donald Romeo Community Primary School,MST,Compliance,Kakamega,Income Tax - Company,2017,23760,1,N,23759,2138.31
P051637284V,QUEEN QUICK INVESTORS LIMITED,MST,Compliance,NAKURU,Income Tax - Company,2021,8400,1,N,8399,755.91
P051310040F,Shorland Investments Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2018,42000,0,N,42000,3780
P051310044J,OLDONYO NAIRASHA ESTATE (NAROK) LIMITED,MST,Compliance,South of Nairobi,Income Tax - Company,2016,2400,1,N,2399,215.91
P051551816T,ELISHAMMAH CAPITAL LIMITED,MST,Compliance,Mombasa North,Income Tax - Company,2018,2400,1,N,2399,215.91
P051244644Y,Dominican Missionary Sisters Registered Trustees,MST,Compliance,Thika,Income Tax - Company,2020,54720,22220,N,32500,2437.5
P051234175B,Charpenel Enterprises,MST,Compliance,Mombasa South,Income Tax - Partnership,2020,37500,1,N,37499,2812.425
P051398411B,Demo Contractors & Services Limited,MST,Compliance,Kisii,Income Tax - Company,2022,13530,1,N,13529,1217.61
P051625198V,Sunlilys Limited,MST,Compliance,Meru,Income Tax - Company,2018,4200,1,N,4199,377.91
P051453600P,Jajedo Limited,MST,Compliance,South of Nairobi,Income Tax - Company,2022,20160,1,N,20159,1814.31
P051097415X,MILPRO LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2020,4800,0.01,N,4799.99,359.99925
P051560682I,EDGEMAC LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2024,5000,1,N,4999,449.91
P051300980X,CONNECTING MISSIONS SERVICES AFRICA,MST,Compliance,South of Nairobi,Income Tax - Company,2018,7920,1,N,7919,712.71
P000619379O,Associated Vehicle Assemblers Limited,LMT,Compliance,MTO,Income Tax - Company,2019,40140,0,N,40140,3612.6
P051313657C,ELEFARM LIMITED,MST,Compliance,South of Nairobi,Income Tax - Company,2023,10500,0,N,10500,945
P051472200L,Luckyday Academy Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2019,11520,0,N,11520,1036.8
P000632912I,ATHI RIVER STEEL PLANT LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2021,196740,1,N,196739,17706.51
P051444477L,SPLENDOR TRADERS LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2015,3600,1,N,3599,323.91
P051551058A,Alronet Investments Limited,MST,Compliance,Mombasa North,Income Tax - Company,2017,101730,2,N,101728,9155.52
P051168525B,Simon Secerities Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2017,2400,1,N,2399,215.91
P051214641S,Hardware Muthaman Limited,MST,Compliance,Mombasa North,Income Tax - Company,2017,2400,1,N,2399,215.91
P051722618Z,SIBROS TRANSPORTERS LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2018,2850,0,N,2850,256.5
P051439889E,Shamiros Company Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2016,2400,1,N,2399,215.91
P051523288M,Tephraco Company Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2017,2400,2,N,2398,215.82
P051186208V,Walking With Maasai Ltd By Guarantee,MST,Compliance,NAROK,Income Tax - Company,2024,6000,2,N,5998,539.82
P051150799E,Glomark Investments Company Ltd,MST,Compliance,North of Nairobi,Income Tax - Company,2017,7650,1,N,7649,688.41
P051372382E,Gaps Ceramics Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2023,7950,1,N,7949,715.41
P051109536A,St. Mary's Primary School,MST,Compliance,South of Nairobi,Income Tax - Company,2018,104400,0,N,104400,9396
P051422459D,KANZALU FARM LIMITED,MST,Compliance,Machakos,Income Tax - Company,2020,2400,1,N,2399,179.925
P051860125Y,Eldo Great Achievers Self Help Group,MST,Compliance,Eldoret,Income Tax - Company,2020,7920,10,N,7910,593.25
P051094403Z,MASENO SOUTH A C K,MST,Compliance,Kisumu,Income Tax - Company,2018,36720,1,N,36719,3304.71
P051173440Z,SONY DRIVING SCHOOL LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2016,76980,0,N,76980,6928.2
P051327681N,LIMURU HILLS LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2017,18000,0,N,18000,1620
P051472073C,NORTHERN LITES LIMITED,MST,Compliance,South of Nairobi,Income Tax - Company,2016,4800,1,N,4799,431.91
P051508471P,LAND LAYBY KENYA LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2020,5760,0.01,N,5759.99,431.99925
P051658651U,NOVAMONT KENYA LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2021,7500,6772,N,728,65.52
P051625036E,Nic Bank Kenya Plc,LMT,Compliance,LTO,Income Tax - Company,2020,32250,0.01,N,32249.99,2418.74925
P051444082E,Aee Power Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2019,2400,1,N,2399,215.91
P051337837K,Xpose Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2022,2400,2,N,2398,215.82
P051472655G,BLUE WAVE AGENCIES LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2016,5040,0.01,N,5039.99,453.5991
P051583478S,Akawes Enterprises Limited,MST,Compliance,Kisumu,Income Tax - Company,2017,2400,10,N,2390,215.1
P051141386T,MAXOIL LIMITED,MST,Compliance,NANYUKI,Income Tax - Company,2023,42000,1,N,41999,3779.91
P051199897B,Adhama Distributors Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2017,19740,0,N,19740,1776.6
P000630738P,Rift Valley Agencies Limited,MST,Compliance,NAKURU,Income Tax - Company,2016,2400,1,N,2399,215.91
P051179975U,Sponsored Arts For Education,MST,Compliance,West of Nairobi,Income Tax - Company,2019,5310,0,N,5310,477.9
P051094693K,MIYA ENTERPRISES LIMITED,MST,Compliance,DIANI,Income Tax - Company,2017,44297,1,N,44296,3986.64
P051108003K,Nairobi Branch Of Knut,MST,Compliance,North of Nairobi,Income Tax - Company,2019,36720,1,N,36719,3304.71
P051142607K,ST PETERS CAPE VIEW PRIMARY SCHOOL,MST,Compliance,HOMABAY,Income Tax - Partnership,2018,36720,35999.2,N,720.8,64.872
P051858453Y,Seven L General Trading Limited,MST,Compliance,Mombasa North,Income Tax - Company,2022,2400,0.01,N,2399.99,215.9991
P051165602P,Midlands Limited,MST,Compliance,NAIVASHA,Income Tax - Company,2018,5250,1,N,5249,472.41
P051543702V,Baraka Farmhouse Cheese Limited,MST,Compliance,Eldoret,Income Tax - Company,2023,2400,1,N,2399,215.91
P051558997J,ST. PHILIP NERI PRIMARY SCHOOL LIMITED,MST,Compliance,Machakos,Income Tax - Company,2015,10080,1,N,10079,907.11
P000594488K,Bateleur Safaris Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2021,5760,0,N,5760,518.4
P051438531F,Wanyaki Investments Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2017,2400,1,N,2399,215.91
P051453600P,Jajedo Limited,MST,Compliance,South of Nairobi,Income Tax - Company,2021,20160,1,N,20159,1814.31
P051762941I,LEYMA CARGO SERVICES LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2021,24300,1000,N,23300,2097
P051149726E,Hardy Projects,MST,Compliance,South of Nairobi,Income Tax - Company,2023,12300,0,N,12300,1107
P051151686X,JOSWIN ACADEMY,MST,Compliance,NAKURU,Income Tax - Company,2023,90720,1,N,90719,8164.71
P051319963R,KAYBEES IMPEX LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2017,4320,1,N,4319,388.71
P051561368G,Homegrown Millers Limited,MST,Compliance,Thika,Income Tax - Company,2018,18000,1,N,17999,1619.91
P051752351F,MAHADI CONTAINER DEPOT LIMITED,MST,Compliance,South of Nairobi,Income Tax - Company,2021,75000,15,N,74985,6748.65
P051097460H,Mount Kenya Baptist Church,MST,Compliance,NANYUKI,Income Tax - Company,2022,10080,1,N,10079,907.11
P051343285F,ACCENTURES SYSTEMS LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2024,2400,0,N,2400,216
P051232157V,H-man Travellers Limited,MST,Compliance,Meru,Income Tax - Company,2021,19680,1,N,19679,1771.11
P051583662M,GARUDA TRANSPORTERS LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2019,126000,1,N,125999,11339.91
P051653095Z,FAYMOS LOGIC LLP,MST,Compliance,East of Nairobi,Income Tax - Partnership,2018,7800,1,N,7799,701.91
P051311944R,Greenbelt Wholesalers Ltd,LMT,Compliance,MTO,Income Tax - Company,2018,42750,1,N,42749,3847.41
P051146485I,EASTERN MARKETING SUPPORT,MST,Compliance,North of Nairobi,Income Tax - Partnership,2015,2400,1000,N,1400,126
P051614001Z,SB CORPORATION (KENYA) LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2017,15000,1,N,14999,1349.91
P051555528K,The Masay Meat Company Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2017,2400,2,N,2398,215.82
P051660174F,Robialex Limited,MST,Compliance,NAKURU,Income Tax - Company,2018,7710,1,N,7709,693.81
P000601028C,WONI VEG/FRU IMPORTERS & EXPORTERS LIMITED,MST,Compliance,South of Nairobi,Income Tax - Company,2023,2550,0,N,2550,229.5
P051157172D,COMAC LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2018,2400,0,N,2400,216
P051523288M,Tephraco Company Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2021,2400,0,N,2400,216
P051151686X,JOSWIN ACADEMY,MST,Compliance,NAKURU,Income Tax - Company,2018,90720,1,N,90719,8164.71
P051538597D,Temac Africa Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2019,7200,0,N,7200,648
P051555758U,Bora Partners Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2015,23760,1,N,23759,2138.31
P051650291G,Gurudumu Travel Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2022,11520,1,N,11519,1036.71
P051365052C,Ciem Ventures Co. Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2020,21750,1,N,21749,1631.175
P051216606V,Bakhsons Distributors Limited,MST,Compliance,Mombasa South,Income Tax - Company,2017,6150,1,N,6149,553.41
P051562774N,Ample Ventures,MST,Compliance,North of Nairobi,Income Tax - Partnership,2017,3600,200,N,3400,306
P051177003P,Kioni Construction Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2017,6480,1,N,6479,583.11
P951330580F,Good Shepherd Academy,MST,Compliance,KITUI,Income Tax - Company,2018,20880,1,N,20879,1879.11
P051373867M,Hashim Investments Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2022,10080,0,N,10080,907.2
P051334581F,Chebarus Marketing Co-operative Society Limited,MST,Compliance,Eldoret,Income Tax - Company,2021,5100,0,N,5100,459
P051468178V,QUIPBANK TRUST LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2015,16800,0,N,16800,1512
P051720609X,Zen Dairy Limited,MST,Compliance,Embu,Income Tax - Company,2021,3000,0,N,3000,270
P051748161S,ISHARA EXPERIENCE LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2021,3000,0,N,3000,270
P051148009U,Prestige Agriculture Limited,MST,Compliance,NAKURU,Income Tax - Company,2020,9870,0,N,9870,740.25
P051602089J,DENIAN ENTERPRISES LIMITED,LMT,Compliance,MTO,Income Tax - Company,2016,2400,1,N,2399,215.91
P000626597N,Lake Garments Limited,MST,Compliance,Kisumu,Income Tax - Company,2024,2400,1,N,2399,215.91
P051234689M,Jamii Properties Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2018,7380,0,N,7380,664.2
P051852809I,Emy Land Foundation Limited,MST,Compliance,DIANI,Income Tax - Company,2024,39600,0,N,39600,3564
P051441330K,HILTON GARAGE LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2017,2400,2,N,2398,215.82
P051306869P,Gate Infomatics Limited,MST,Compliance,Kisumu,Income Tax - Company,2015,22770,1,N,22769,2049.21
P051135385E,Tawfiq Muslim Youth,MST,Compliance,Malindi,Income Tax - Company,2018,2400,1,N,2399,215.91
P051336946K,CONVEX COMMERCIAL LOGISTICS LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2019,23340,0,N,23340,2100.6
P051205434U,CAMEL  LOGISTICS  LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2019,2400,0,N,2400,216
P051180529P,Munjo Investments Limited,MST,Compliance,Thika,Income Tax - Company,2019,2400,1,N,2399,215.91
P051317594Q,Good Brands Limited,LMT,Compliance,MTO,Income Tax - Company,2019,7350,0,N,7350,661.5
P051691126X,K. PIPES & FITTINGS CENTRE LIMITED,MST,Compliance,KIAMBU,Income Tax - Company,2024,525000,1,N,524999,47249.91
P051316434Z,BECONVA AGENCIES LIMITED,MST,Compliance,Mombasa North,Income Tax - Company,2021,22500,13500,N,9000,810
P051535693U,MIRAMAR INTERNATIONAL COLLEGE LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2020,5925,1,N,5924,444.3
P051217704W,SUSRO FARM FRESH LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2024,2400,0,N,2400,216
P051378817J,Blay Energy Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2024,140000,1,N,139999,12599.91
P051173254U,Joys Camp Limited,MST,Compliance,South of Nairobi,Income Tax - Company,2017,23280,0,N,23280,2095.2
P051384837H,Jahazi Development Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2022,7650,1,N,7649,688.41
P051109536A,St. Mary's Primary School,MST,Compliance,South of Nairobi,Income Tax - Company,2020,131040,1,N,131039,9827.925
